"","OBJECTID","total_pop_worked_home","percent_no_health_insurance","GEOID","NAME","State","avg_household_size","pop_density_sq_km","percent_below_poverty_level","total_population","total_households_w_someone_over_65","total_over_65","White","Black","American_Indian_Alaska_Native","Asian","Native_Hawaiian_Pacific_Islander","Other","Two_or_more","Not_Hispanic_Latino","Hispanic_Latino","NEVER","RARELY","SOMETIMES","FREQUENTLY","ALWAYS","date","county","state","cases","deaths","confirmed_cases","confirmed_deaths","probable_cases","probable_deaths","cases_per_1000ppl","homeoffice_per_1000ppl","high_mask_usage_sum","high_mask_usage","black_proportion","white_proportion","latino_proportion","non_white_proportion"
"14",14,177,10.2,"01027","Clay County","Alabama",2.51,8.55233134503563,19.79,13378,1806,2652,11106,1977,155,18,0,26,96,12963,415,0.148,0.158,0.195,0.169,0.329,2020-11-30,"clay","Alabama",920,24,783,23,137,1,68.7696217670803,13.2306772312752,0.498,0,0.147779937210345,0.830168934070863,0.0310210793840634,0.169831065929137
"15",15,178,12.8,"01029","Cleburne County","Alabama",2.58,10.2973539136845,20.22,14938,1967,2803,14068,393,39,3,0,126,309,14576,362,0.151,0.125,0.138,0.217,0.368,2020-11-30,"cleburne","Alabama",774,14,724,12,50,2,51.8141652162271,11.915919132414,0.585,0,0.0263087428035882,0.941759271656179,0.0242334984603026,0.0582407283438211
"16",16,592,10.1,"01031","Coffee County","Alabama",2.56,29.1646729138119,15.01,51288,5786,8375,38923,8829,617,666,0,644,1609,47739,3549,0.101,0.152,0.094,0.186,0.466,2020-11-30,"coffee","Alabama",2465,15,1783,8,682,7,48.0619248167213,11.542661051318,0.652,1,0.17214553111839,0.758910466385899,0.0691974730931212,0.241089533614101
"17",17,461,8.1,"01033","Colbert County","Alabama",2.48,35.4969499814872,16.65,54495,7189,10502,43288,8615,367,267,29,723,1206,53146,1349,0.082,0.096,0.152,0.159,0.51,2020-11-30,"colbert","Alabama",3146,42,2441,40,705,2,57.7300669786219,8.45949169648592,0.669,1,0.158087897972291,0.794348105330764,0.0247545646389577,0.205651894669236
"18",18,92,14.5,"01035","Conecuh County","Alabama",2.73,5.68299517064302,21.45,12514,1786,2707,6369,5971,56,18,0,2,98,12409,105,0.099,0.052,0.259,0.192,0.399,2020-11-30,"conecuh","Alabama",685,14,553,14,132,0,54.7386926642161,7.3517660220553,0.591,0,0.477145596931437,0.50894997602685,0.00839060252517181,0.49105002397315
"19",19,177,7.8,"01037","Coosa County","Alabama",2.55,6.43888528179168,13.89,10855,1646,2368,7133,3713,9,0,0,0,0,10805,50,0.055,0.131,0.167,0.263,0.384,2020-11-30,"coosa","Alabama",346,4,217,4,129,0,31.8747121142331,16.305849838784,0.647,1,0.342054352832796,0.657116536158452,0.00460617227084293,0.342883463841548
"20",20,236,11.2,"01039","Covington County","Alabama",2.44,13.9937034591157,18.26,37351,5399,7650,31624,4826,58,159,13,70,601,36747,604,0.187,0.128,0.129,0.201,0.356,2020-11-30,"covington","Alabama",2203,34,1241,31,962,3,58.981017911167,6.31843859602153,0.557,0,0.129206714679661,0.846670771866884,0.0161709191186314,0.153329228133116
"21",21,236,10,"01041","Crenshaw County","Alabama",2.73,8.79227330633629,17.91,13865,1726,2542,9938,3198,109,188,0,146,286,13590,275,0.06,0.091,0.199,0.233,0.416,2020-11-30,"crenshaw","Alabama",712,30,536,28,176,2,51.3523260007212,17.0212765957447,0.649,1,0.230652722683015,0.716768842408943,0.0198341146772449,0.283231157591057
"22",22,684,11.8,"01043","Cullman County","Alabama",2.64,43.252675634723,15.81,82313,10084,14803,78392,998,348,334,3,793,1445,78770,3543,0.13,0.024,0.249,0.217,0.379,2020-11-30,"cullman","Alabama",4474,42,3286,35,1188,7,54.3535043067316,8.30974451180251,0.596,0,0.0121244517876885,0.952364754048571,0.0430430187212227,0.0476352459514293
"23",23,605,11.4,"01045","Dale County","Alabama",2.57,33.893125488288,17.63,49255,5563,7939,35889,9749,377,633,4,947,1656,46185,3070,0.089,0.113,0.118,0.22,0.46,2020-11-30,"dale","Alabama",2344,54,1687,53,657,1,47.5890772510405,12.2830169525936,0.68,1,0.197929144249315,0.728636686630799,0.0623286975941529,0.271363313369201
"24",24,203,12,"01047","Dallas County","Alabama",2.41,15.7910333786488,28.75,40029,5190,6705,11257,28210,10,224,23,25,280,39617,412,0.095,0.1,0.159,0.122,0.524,2020-11-30,"dallas","Alabama",2265,32,1816,31,449,1,56.5839766169527,5.0713232906143,0.646,1,0.704739064178471,0.281221114691848,0.0102925379100152,0.718778885308152
"25",25,737,14.5,"01049","DeKalb County","Alabama",2.69,35.3757798349071,21.47,71200,8001,11619,60972,1004,934,140,621,5899,1630,60980,10220,0.084,0.051,0.106,0.179,0.58,2020-11-30,"dekalb","Alabama",4897,36,4394,35,503,1,68.7780898876404,10.3511235955056,0.759,1,0.0141011235955056,0.856348314606742,0.143539325842697,0.143651685393258
"26",26,859,8.2,"01051","Elmore County","Alabama",2.63,50.7014402097701,12.71,81212,8315,11770,60824,17402,209,392,0,774,1611,78865,2347,0.042,0.095,0.127,0.252,0.485,2020-11-30,"elmore","Alabama",4094,64,3509,60,585,4,50.4112692705512,10.5772545929173,0.737,1,0.214278678027878,0.748953356646801,0.0288996699995075,0.251046643353199
"27",27,81,15.5,"01053","Escambia County","Alabama",2.57,15.247648981167,24.55,37328,4699,6476,23095,11920,1437,135,72,232,437,36490,838,0.114,0.026,0.188,0.285,0.387,2020-11-30,"escambia","Alabama",1986,31,1545,30,441,1,53.204029147021,2.1699528504072,0.672,1,0.319331333047578,0.618704457779683,0.0224496356622375,0.381295542220317
"28",28,1646,10.4,"01055","Etowah County","Alabama",2.62,74.2505481228132,16.46,102939,13118,18877,82710,16212,751,739,66,751,1710,99059,3880,0.096,0.103,0.178,0.122,0.501,2020-11-30,"etowah","Alabama",6351,66,5325,64,1026,2,61.6967330166409,15.9900523611071,0.623,1,0.157491329816688,0.80348555940897,0.0376922254927676,0.19651444059103
"29",29,130,8.8,"01057","Fayette County","Alabama",2.34,10.201801349626,20.12,16585,2432,3392,14095,1978,0,108,6,0,398,16300,285,0.138,0.048,0.151,0.233,0.429,2020-11-30,"fayette","Alabama",922,16,785,14,137,2,55.5924027735906,7.83840820018089,0.662,1,0.119264395538137,0.849864335242689,0.0171842025927042,0.150135664757311
"30",30,170,12.8,"01059","Franklin County","Alabama",2.79,19.2113561545785,17.07,31542,3723,5100,26467,1388,488,119,0,2767,313,26209,5333,0.065,0.071,0.223,0.156,0.484,2020-11-30,"franklin","Alabama",2542,33,2315,33,227,0,80.5909580876292,5.38963921121045,0.64,1,0.04400481897153,0.839103417665335,0.169076152431678,0.160896582334665
"31",31,171,13.7,"01061","Geneva County","Alabama",2.5,17.8043158513833,22.65,26491,3661,5152,22871,2529,210,109,4,243,525,25464,1027,0.176,0.131,0.089,0.158,0.445,2020-11-30,"geneva","Alabama",1237,8,842,7,395,1,46.6951039975841,6.45502246045827,0.603,1,0.0954663848099355,0.863349816918954,0.038767883432109,0.136650183081046
"32",32,82,11.4,"01063","Greene County","Alabama",2.83,5.02810013073651,38.92,8426,1178,1716,1445,6713,48,0,0,0,220,8283,143,0.03,0.053,0.127,0.167,0.623,2020-11-30,"greene","Alabama",427,18,384,15,43,3,50.676477569428,9.73178257773558,0.79,1,0.796700688345597,0.171492997863755,0.0169712793733681,0.828507002136245
"33",33,156,8.8,"01065","Hale County","Alabama",2.6,8.92555700068266,28.03,14887,1918,2717,5898,8748,29,39,0,101,72,14757,130,0.026,0.061,0.084,0.191,0.639,2020-11-30,"hale","Alabama",977,31,855,30,122,1,65.6277288909787,10.478941358232,0.83,1,0.587626788473165,0.396184590582387,0.00873245113186001,0.603815409417613
"34",34,148,11.4,"01067","Henry County","Alabama",2.52,11.7696657362901,15.62,17124,2418,3696,12179,4749,4,0,0,37,155,16676,448,0.066,0.068,0.17,0.258,0.438,2020-11-30,"henry","Alabama",867,6,530,5,337,1,50.6306937631395,8.64284045783696,0.696,1,0.277330063069376,0.711224013081056,0.0261621116561551,0.288775986918944
"35",35,1118,10.4,"01069","Houston County","Alabama",2.63,69.4820926648789,17.21,104352,12176,17615,72387,28078,305,873,18,522,2169,100915,3437,0.085,0.079,0.135,0.268,0.433,2020-11-30,"houston","Alabama",5323,38,2903,29,2420,9,51.0100429316161,10.713738117142,0.701,1,0.269070070530512,0.69368100275989,0.0329365992026986,0.30631899724011
"36",36,539,9.6,"01071","Jackson County","Alabama",2.49,18.6584828351285,19.82,52094,6826,9972,47412,1799,615,215,77,552,1424,50589,1505,0.092,0.089,0.11,0.249,0.46,2020-11-30,"jackson","Alabama",3271,23,3023,21,248,2,62.7903405382578,10.3466809997313,0.709,1,0.0345337274926095,0.910124006603448,0.0288900833109379,0.0898759933965524
"37",37,9241,9.5,"01073","Jefferson County","Alabama",2.47,229.251338127605,16.58,659892,72211,99146,342591,281702,1564,10250,215,12398,11172,634844,25048,0.049,0.037,0.107,0.179,0.628,2020-11-30,"jefferson","Alabama",32718,500,30823,456,1895,44,49.5808405011729,14.0038066835179,0.807,1,0.426891067023089,0.519162226546162,0.0379577264158377,0.480837773453838
"38",38,49,9.4,"01075","Lamar County","Alabama",2.3,8.89409702789082,21.23,13933,2251,2938,12187,1558,0,0,0,119,69,13715,218,0.107,0.045,0.132,0.189,0.527,2020-11-30,"lamar","Alabama",683,8,556,8,127,0,49.0203114907055,3.51683054618532,0.716,1,0.1118208569583,0.874685997272662,0.0156463073279265,0.125314002727338
"39",39,743,9.1,"01077","Lauderdale County","Alabama",2.35,53.5128223620641,16.35,92585,12634,17876,80561,9364,417,612,61,179,1391,90173,2412,0.093,0.119,0.141,0.179,0.469,2020-11-30,"lauderdale","Alabama",4133,54,2826,51,1307,3,44.6400604849598,8.02505805476049,0.648,1,0.101139493438462,0.870130150672355,0.0260517362423719,0.129869849327645
"40",40,271,8.2,"01079","Lawrence County","Alabama",2.57,18.5430504610001,16.93,33171,4045,5787,25942,3627,1878,44,24,5,1651,32464,707,0.162,0.08,0.088,0.251,0.419,2020-11-30,"lawrence","Alabama",1296,36,1142,36,154,0,39.0702722257394,8.16978686201803,0.67,1,0.10934249796509,0.782068674444545,0.0213137981972205,0.217931325555455
"41",41,2809,7.9,"01081","Lee County","Alabama",2.58,101.227864438246,22.12,159287,12518,17739,111986,36675,226,6577,18,861,2944,153422,5865,0.053,0.064,0.138,0.183,0.562,2020-11-30,"lee","Alabama",7785,66,4811,52,2974,14,48.8740449628658,17.6348352345138,0.745,1,0.230244778293269,0.70304544626994,0.0368203305982284,0.29695455373006
"42",42,1141,9.6,"01083","Limestone County","Alabama",2.81,64.1614968844402,13.57,93052,9261,13723,75143,12468,853,1174,24,1662,1728,87573,5479,0.102,0.034,0.133,0.336,0.395,2020-11-30,"limestone","Alabama",4302,45,4044,42,258,3,46.232214245798,12.2619610540343,0.731,1,0.133989597214461,0.807537720844259,0.0588810557537721,0.192462279155741
"43",43,31,9.2,"01085","Lowndes County","Alabama",2.43,5.52043597931141,29.4,10236,1422,1828,2546,7601,13,0,0,0,76,10166,70,0.12,0.073,0.145,0.199,0.464,2020-11-30,"lowndes","Alabama",799,29,753,27,46,2,78.0578350918327,3.02852676826886,0.663,1,0.742575224697147,0.248729972645565,0.00683860883157483,0.751270027354435
"44",44,77,8.1,"01087","Macon County","Alabama",2.19,12.0835405513515,26.71,19054,2712,3542,3025,15740,63,50,0,107,69,18726,328,0.008,0.033,0.241,0.172,0.545,2020-11-30,"macon","Alabama",745,22,654,18,91,4,39.0994017004304,4.04114621601763,0.717,1,0.826073265456072,0.158759315629264,0.0172142332318673,0.841240684370736
"45",45,6249,8.9,"01089","Madison County","Alabama",2.4,172.227500046414,12.97,357560,36972,51308,243835,86012,1975,9073,324,4500,11841,340266,17294,0.062,0.05,0.123,0.177,0.589,2020-11-30,"madison","Alabama",13425,148,12582,133,843,15,37.5461461013536,17.4767871126524,0.766,1,0.240552634522877,0.68194149233695,0.0483667076854234,0.31805850766305
"46",46,205,9.6,"01091","Marengo County","Alabama",2.48,7.72210160787143,27.38,19538,2326,3690,8855,10518,51,0,0,58,56,19423,115,0.033,0.151,0.118,0.186,0.512,2020-11-30,"marengo","Alabama",1225,24,1156,21,69,3,62.6983314566486,10.4923738356024,0.698,1,0.538335551233494,0.453219367386631,0.00588596581021599,0.546780632613369
"47",47,189,10.5,"01093","Marion County","Alabama",2.41,15.5852067273234,18.38,29965,4331,6219,27886,1097,122,49,0,300,511,29213,752,0.129,0.064,0.246,0.207,0.353,2020-11-30,"marion","Alabama",1413,36,1219,35,194,1,47.1550141832138,6.30735858501585,0.56,0,0.0366093776072084,0.930619055564826,0.0250959452694811,0.0693809444351744
"48",48,1068,13.1,"01095","Marshall County","Alabama",2.7,64.921822989232,18.66,95145,10907,15941,87887,2456,389,570,46,2096,1701,82184,12961,0.075,0.064,0.129,0.253,0.479,2020-11-30,"marshall","Alabama",6309,55,5720,54,589,1,66.3093173577172,11.2249724105313,0.732,1,0.0258132324347049,0.923716432813075,0.136223658626307,0.0762835671869252
"49",49,7391,11.6,"01097","Mobile County","Alabama",2.6,130.229928949949,18.28,414659,45375,63650,243658,147434,2915,8117,62,5004,7469,402686,11973,0.077,0.07,0.102,0.244,0.506,2020-11-30,"mobile","Alabama",19904,362,15837,341,4067,21,48.0008874762154,17.8242845325918,0.75,1,0.355554805273731,0.58761054263865,0.0288743280623356,0.41238945736135
"50",50,215,13.4,"01099","Monroe County","Alabama",2.61,8.09796562551444,33.12,21512,2741,4060,11814,8927,346,120,0,24,281,21210,302,0.112,0.041,0.182,0.288,0.378,2020-11-30,"monroe","Alabama",790,11,551,10,239,1,36.723689103756,9.99442171811082,0.666,1,0.414977686872443,0.549181851989587,0.014038676087765,0.450818148010413
"51",51,3558,10.5,"01101","Montgomery County","Alabama",2.45,111.578217285862,18.59,226941,23612,32183,82862,130866,414,6104,56,2522,4117,219192,7749,0.056,0.095,0.123,0.212,0.513,2020-11-30,"montgomery","Alabama",12380,236,11571,226,809,10,54.5516235497332,15.6780837310138,0.725,1,0.576652081377979,0.365125737526494,0.0341454386823007,0.634874262473506
"52",52,980,10.2,"01103","Morgan County","Alabama",2.57,79.3822306638455,15.56,119122,13819,19865,95966,15228,740,775,48,4054,2311,109431,9691,0.078,0.077,0.082,0.304,0.459,2020-11-30,"morgan","Alabama",6751,50,6101,47,650,3,56.672990715401,8.22685985796075,0.763,1,0.127835328486761,0.805611054213327,0.0813535702892833,0.194388945786673
"53",53,29,12.7,"01105","Perry County","Alabama",2.82,5.08932713103056,37.25,9486,1312,1764,2838,6588,6,21,0,33,0,9397,89,0.025,0.084,0.087,0.187,0.618,2020-11-30,"perry","Alabama",689,6,623,6,66,0,72.6333544170356,3.05713683322791,0.805,1,0.69449715370019,0.299177735610373,0.00938224752266498,0.700822264389627
"54",54,419,8.5,"01107","Pickens County","Alabama",2.49,8.89134644415793,22.46,20298,2634,3729,11362,8367,25,13,8,262,261,19366,932,0.031,0.06,0.169,0.157,0.584,2020-11-30,"pickens","Alabama",1242,18,1018,14,224,4,61.1882944132427,20.6424278254015,0.741,1,0.41220809932013,0.55975958222485,0.0459158537786974,0.44024041777515
"55",55,503,9.6,"01109","Pike County","Alabama",2.73,19.1899851374734,25.95,33403,3149,4886,18960,12697,209,715,3,23,796,33140,263,0.06,0.131,0.145,0.333,0.33,2020-11-30,"pike","Alabama",1592,14,1112,11,480,3,47.6603897853486,15.0585276771547,0.663,1,0.380115558482771,0.567613687393348,0.00787354429242882,0.432386312606652
"56",56,311,10.5,"01111","Randolph County","Alabama",2.56,15.013142302193,17.63,22574,3094,4512,17443,4547,51,68,51,84,330,21909,665,0.158,0.226,0.105,0.144,0.368,2020-11-30,"randolph","Alabama",1038,21,849,18,189,3,45.9821033046868,13.776911491096,0.512,0,0.201426419774962,0.772703109772304,0.0294586692655267,0.227296890227696
"57",57,625,13.4,"01113","Russell County","Alabama",2.53,35.05587425982,19.21,58213,5639,7776,29256,24957,165,518,72,840,2405,55093,3120,0.069,0.067,0.08,0.213,0.57,2020-11-30,"russell","Alabama",2231,3,1966,3,265,0,38.3247728170684,10.7364334427018,0.783,1,0.428718671087214,0.502568154879494,0.0535962757459674,0.497431845120506
"58",58,965,8.8,"01115","St. Clair County","Alabama",2.65,53.3705840032232,13.41,87306,9915,13891,76224,8252,315,737,8,689,1081,85217,2089,0.027,0.134,0.144,0.2,0.495,2020-11-30,"st. clair","Alabama",4257,55,3636,54,621,1,48.7595354271184,11.0530776808009,0.695,1,0.0945181316289831,0.873067143151673,0.0239273360364694,0.126932856848327
"59",59,5397,6.8,"01117","Shelby County","Alabama",2.66,103.859038845622,8.4,211261,20582,30125,169598,25455,468,4249,47,7515,3929,199136,12125,0.022,0.075,0.118,0.24,0.545,2020-11-30,"shelby","Alabama",10465,77,9261,63,1204,14,49.5358821552487,25.5465987569878,0.785,1,0.120490767344659,0.802788967201708,0.0573934611688859,0.197211032798292
"60",60,50,15.5,"01119","Sumter County","Alabama",2.4,5.5470144040799,38.2,12985,1576,2198,3201,9346,8,338,0,59,33,12972,13,0.055,0.068,0.118,0.197,0.562,2020-11-30,"sumter","Alabama",584,22,547,21,37,1,44.9749711205237,3.85059684251059,0.759,1,0.719753561802079,0.246515209857528,0.00100115517905275,0.753484790142472
"61",61,784,9.3,"01121","Talladega County","Alabama",2.46,42.219157364741,19.61,80565,9661,13757,51720,26010,345,470,28,678,1314,78747,1818,0.113,0.15,0.208,0.169,0.361,2020-11-30,"talladega","Alabama",3535,54,2376,45,1159,9,43.8776143486626,9.73127288524794,0.53,0,0.322844907838391,0.641966114317632,0.022565630236455,0.358033885682368
"62",62,373,8.1,"01123","Tallapoosa County","Alabama",2.43,21.8969584604702,18.94,40636,5797,8274,28251,11145,130,155,0,555,400,39682,954,0.067,0.095,0.136,0.296,0.406,2020-11-30,"tallapoosa","Alabama",1770,91,1337,89,433,2,43.5574367555862,9.17905305640319,0.702,1,0.274264199232208,0.695220986317551,0.023476720149621,0.304779013682449
"63",63,2968,7.5,"01125","Tuscaloosa County","Alabama",2.71,60.2784113409828,16.56,206213,17616,25685,132877,65260,393,3302,73,1983,2325,198776,7437,0.041,0.036,0.144,0.247,0.532,2020-11-30,"tuscaloosa","Alabama",13167,154,9333,121,3834,33,63.8514545639703,14.3928850266472,0.779,1,0.316468893813678,0.64436771687527,0.0360646515981049,0.35563228312473
"64",64,532,11,"01127","Walker County","Alabama",2.54,31.480176797023,19.12,64493,8643,12024,58547,4007,109,319,0,338,1173,62948,1545,0.09,0.081,0.145,0.256,0.429,2020-11-30,"walker","Alabama",3689,111,3320,103,369,8,57.2000062022235,8.24895725117455,0.685,1,0.0621307738824369,0.907803947715256,0.0239560882576404,0.092196052284744
"65",65,128,9.6,"01129","Washington County","Alabama",2.75,5.94877180648605,20.88,16643,2224,3038,11003,4086,1227,62,0,5,260,16461,182,0.018,0.077,0.102,0.307,0.495,2020-11-30,"washington","Alabama",916,19,710,18,206,1,55.0381541789341,7.69092110797332,0.802,1,0.245508622243586,0.661118788679925,0.0109355284503996,0.338881211320075
"66",66,95,11.6,"01131","Wilcox County","Alabama",2.77,4.69736954024345,29.76,10809,1330,1985,2903,7511,22,0,0,57,316,10739,70,0.061,0.098,0.199,0.187,0.455,2020-11-30,"wilcox","Alabama",639,18,554,18,85,0,59.1174021648626,8.7889721528356,0.642,1,0.694883893052086,0.268572485891387,0.00647608474419465,0.731427514108613
"67",67,254,12.3,"01133","Winston County","Alabama",2.5,15.038338282957,17.08,23875,3352,5027,23001,90,93,31,9,161,490,23141,734,0.13,0.046,0.328,0.183,0.312,2020-11-30,"winston","Alabama",1344,23,1178,22,166,1,56.2931937172775,10.6387434554974,0.495,0,0.0037696335078534,0.963392670157068,0.0307434554973822,0.0366073298429319
"68",68,215,45.6,"02013","Aleutians East Borough","Alaska",2.6,0.18931798413723,14.3,3425,186,302,605,144,1349,878,25,159,265,3079,346,0.067,0.032,0.034,0.316,0.551,2020-11-30,"aleutians east borough","Alaska",37,0,NA,0,NA,NA,10.8029197080292,62.7737226277372,0.867,1,0.042043795620438,0.176642335766423,0.101021897810219,0.823357664233577
"69",69,47,18.8,"02016","Aleutians West Census Area","Alaska",3.72,0.505471803211635,6.12,5750,167,334,1699,246,651,2300,148,314,392,4952,798,0.078,0.031,0.03,0.337,0.524,2020-11-30,"aleutians west census area","Alaska",108,0,NA,0,NA,NA,18.7826086956522,8.17391304347826,0.861,1,0.0427826086956522,0.295478260869565,0.138782608695652,0.704521739130435
"70",70,6080,12.2,"02020","Anchorage Municipality","Alaska",2.71,67.0002918813575,7.56,296112,20932,29492,186522,16439,21876,28445,6890,6813,29127,269265,26847,0.042,0.05,0.049,0.196,0.663,2020-11-30,"anchorage","Alaska",16588,67,NA,67,NA,NA,56.0193440319879,20.5327713838007,0.859,1,0.0555161560490625,0.629903550008105,0.0906650186415951,0.370096449991895
"71",71,314,20.7,"02050","Bethel Census Area","Alaska",3.77,0.171435928666343,24.95,18040,1030,1284,1986,119,14927,187,3,124,694,17611,429,0.101,0.022,0.014,0.45,0.413,2020-11-30,"bethel census area","Alaska",1528,5,NA,5,NA,NA,84.7006651884701,17.4057649667406,0.863,1,0.00659645232815965,0.110088691796009,0.023780487804878,0.889911308203991
"72",72,29,19.8,"02060","Bristol Bay Borough","Alaska",2.45,0.712955928457051,4.2,890,66,85,501,4,291,3,2,8,81,858,32,0.048,0.037,0.042,0.308,0.564,2020-11-30,"bristol bay borough","Alaska",76,0,NA,NA,NA,NA,85.3932584269663,32.5842696629214,0.872,1,0.00449438202247191,0.562921348314607,0.0359550561797753,0.437078651685393
"73",73,108,19.2,"02068","Denali Borough","Alaska",2.29,0.0681951983542993,8.29,2232,129,162,1810,18,44,101,0,5,254,2223,9,0.062,0.081,0.067,0.225,0.565,2020-11-30,"denali borough","Alaska",43,0,NA,0,NA,NA,19.2652329749104,48.3870967741935,0.79,1,0.00806451612903226,0.810931899641577,0.00403225806451613,0.189068100358423
"74",74,97,22.4,"02070","Dillingham Census Area","Alaska",3.25,0.104785321760152,17.82,4975,312,430,875,67,3587,76,3,34,333,4802,173,0.072,0.025,0.027,0.391,0.484,2020-11-30,"dillingham census area","Alaska",99,1,NA,1,NA,NA,19.8994974874372,19.4974874371859,0.875,1,0.0134673366834171,0.175879396984925,0.0347738693467337,0.824120603015075
